sentence,assessment,edit_suggestion
Lady Russell loved them all; but it was only in Anne that she could fancy the mother to revive again.,simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"A few years before, Anne Elliot had been a very pretty girl, but her bloom had vanished early; and as even in its height, her father had found little to admire in her, (so totally different were her delicate features and mild dark eyes from his own), there could be nothing in them, now that she was faded and thin, to excite his esteem.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"All equality of alliance must rest with Elizabeth, for Mary had merely connected herself with an old country family of respectability and large fortune, and had therefore given all the honour and received none: Elizabeth would, one day or other, marry suitably.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"It was so with Elizabeth, still the same handsome Miss Elliot that she had begun to be thirteen years ago, and Sir Walter might be excused, therefore, in forgetting her age, or, at least, be deemed only half a fool, for thinking himself and Elizabeth as blooming as ever, amidst the wreck of the good looks of everybody else; for he could plainly see how old all the rest of his family and acquaintance were growing.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"For thirteen years had she been doing the honours, and laying down the domestic law at home, and leading the way to the chaise and four, and walking immediately after Lady Russell out of all the drawing-rooms and dining-rooms in the country.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Always to be presented with the date of her own birth and see no marriage follow but that of a youngest sister, made the book an evil; and more than once, when her father had left it open on the table near her, had she closed it, with averted eyes, and pushed it away.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She had had a disappointment, moreover, which that book, and especially the history of her own family, must ever present the remembrance of.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"The heir presumptive, the very William Walter Elliot, Esq., whose rights had been so generously supported by her father, had disappointed her.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She had, while a very young girl, as soon as she had known him to be, in the event of her having no brother, the future baronet, meant to marry him, and her father had always meant that she should.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"He had not been known to them as a boy; but soon after Lady Elliot's death, Sir Walter had sought the acquaintance, and though his overtures had not been met with any warmth, he had persevered in seeking it, making allowance for the modest drawing-back of youth; and, in one of their spring excursions to London, when Elizabeth was in her first bloom, Mr Elliot had been forced into the introduction.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"As the head of the house, he felt that he ought to have been consulted, especially after taking the young man so publicly by the hand; ""For they must have been seen together,"" he observed, ""once at Tattersall's, and twice in the lobby of the House of Commons.""  His disapprobation was expressed, but apparently very little regarded.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
There was not a baronet from A to Z whom her feelings could have so willingly acknowledged as an equal.,simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Yet so miserably had he conducted himself, that though she was at this present time (the summer of 1814) wearing black ribbons for his wife, she could not admit him to be worth thinking of again.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"The disgrace of his first marriage might, perhaps, as there was no reason to suppose it perpetuated by offspring, have been got over, had he not done worse; but he had, as by the accustomary intervention of kind friends, they had been informed, spoken most disrespectfully of them all, most slightingly and contemptuously of the very blood he belonged to, and the honours which were hereafter to be his own.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Such were Elizabeth Elliot's sentiments and sensations; such the cares to alloy, the agitations to vary, the sameness and the elegance, the prosperity and the nothingness of her scene of life; such the feelings to give interest to a long, uneventful residence in one country circle, to fill the vacancies which there were no habits of utility abroad, no talents or accomplishments for home, to occupy.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She knew, that when he now took up the Baronetage, it was to drive the heavy bills of his tradespeople, and the unwelcome hints of Mr Shepherd, his agent, from his thoughts.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"The Kellynch property was good, but not equal to Sir Walter's apprehension of the state required in its possessor.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"While Lady Elliot lived, there had been method, moderation, and economy, which had just kept him within his income; but with her had died all such right-mindedness, and from that period he had been constantly exceeding it.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Does it occur to you that there is any one article in which we can retrench?"" and Elizabeth, to do her justice, had, in the first ardour of female alarm, set seriously to think what could be done, and had finally proposed these two branches of economy, to cut off some unnecessary charities, and to refrain from new furnishing the drawing-room; to which expedients she afterwards added the happy thought of their taking no present down to Anne, as had been the usual yearly custom.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"But these measures, however good in themselves, were insufficient for the real extent of the evil, the whole of which Sir Walter found himself obliged to confess to her soon afterwards.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"The Kellynch estate should be transmitted whole and entire, as he had received it.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Their two confidential friends, Mr Shepherd, who lived in the neighbouring market town, and Lady Russell, were called to advise them; and both father and daughter seemed to expect that something should be struck out by one or the other to remove their embarrassments and reduce their expenditure, without involving the loss of any indulgence of taste or pride.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"<|endoftext|>
Mr Shepherd, a civil, cautious lawyer, who, whatever might be his hold or his views on Sir Walter, would rather have the disagreeable prompted by anybody else, excused himself from offering the slightest hint, and only begged leave to recommend an implicit reference to the excellent judgement of Lady Russell, from whose known good sense he fully expected to have just such resolute measures advised as he meant to see finally adopted.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She was a woman rather of sound than of quick abilities, whose difficulties in coming to any decision in this instance were great, from the opposition of two leading principles.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She was of strict integrity herself, with a delicate sense of honour; but she was as desirous of saving Sir Walter's feelings, as solicitous for the credit of the family, as aristocratic in her ideas of what was due to them, as anybody of sense and honesty could well be.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She was a benevolent, charitable, good woman, and capable of strong attachments, most correct in her conduct, strict in her notions of decorum, and with manners that were held a standard of good-breeding.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
They must retrench; that did not admit of a doubt.,Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"She drew up plans of economy, she made exact calculations, and she did what nobody else thought of doing:  she consulted Anne, who never seemed considered by the others as having any interest in the question.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She wanted more vigorous measures, a more complete reformation, a quicker release from debt, a much higher tone of indifference for everything but justice and equity.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"If he will adopt these regulations, in seven years he will be clear; and I hope we may be able to convince him and Elizabeth, that Kellynch Hall has a respectability in itself which cannot be affected by these reductions; and that the true dignity of Sir Walter Elliot will be very far from lessened in the eyes of sensible people, by acting like a man of principle.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"What will he be doing, in fact, but what very many of our first families have done, or ought to do?",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"There will be nothing singular in his case; and it is singularity which often makes the worst part of our suffering, as it always does of our conduct.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"We must be serious and decided; for after all, the person who has contracted debts must pay them; and though a great deal is due to the feelings of the gentleman, and the head of a house, like your father, there is still more due to the character of an honest man.""
This was the principle on which Anne wanted her father to be proceeding, his friends to be urging him.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She considered it as an act of indispensable duty to clear away the claims of creditors with all the expedition which the most comprehensive retrenchments could secure, and saw no dignity in anything short of it.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She wanted it to be prescribed, and felt as a duty.",Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"She rated Lady Russell's influence highly; and as to the severe degree of self-denial which her own conscience prompted, she believed there might be little more difficulty in persuading them to a complete, than to half a reformation.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"""Since the idea had been started in the very quarter which ought to dictate, he had no scruple,"" he said, ""in confessing his judgement to be entirely on that side.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
It did not appear to him that Sir Walter could materially alter his style of living in a house which had such a character of hospitality and ancient dignity to support.,simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"In any other place Sir Walter might judge for himself; and would be looked up to, as regulating the modes of life in whatever way he might choose to model his household.""
Sir Walter would quit Kellynch Hall; and after a very few days more of doubt and indecision, the great question of whither he should go was settled, and the first outline of this important change made out.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Sir Walter had at first thought more of London; but Mr Shepherd felt that he could not be trusted in London, and had been skilful enough to dissuade him from it, and make Bath preferred.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Two material advantages of Bath over London had of course been given all their weight:  its more convenient distance from Kellynch, only fifty miles, and Lady Russell's spending some part of every winter there; and to the very great satisfaction of Lady Russell, whose first views on the projected change had been for Bath, Sir Walter and Elizabeth were induced to believe that they should lose neither consequence nor enjoyment by settling there.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Anne herself would have found the mortifications of it more than she foresaw, and to Sir Walter's feelings they must have been dreadful.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"And with regard to Anne's dislike of Bath, she considered it as a prejudice and mistake arising, first, from the circumstance of her having been three years at school there, after her mother's death; and secondly, from her happening to be not in perfectly good spirits the only winter which she had afterwards spent there with herself.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Lady Russell was fond of Bath, in short, and disposed to think it must suit them all; and as to her young friend's health, by passing all the warm months with her at Kellynch Lodge, every danger would be avoided; and it was in fact, a change which must do both health and spirits good.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Sir Walter spurned the idea of its being offered in any manner; forbad the slightest hint being dropped of his having such an intention; and it was only on the supposition of his being spontaneously solicited by some most unexceptionable applicant, on his own terms, and as a great favour, that he would let it at all.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"It was with the daughter of Mr Shepherd, who had returned, after an unprosperous marriage, to her father's house, with the additional burden of two children.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She was a clever young woman, who understood the art of pleasing--the art of pleasing, at least, at Kellynch Hall; and who had made herself so acceptable to Miss Elliot, as to have been already staying there more than once, in spite of all that Lady Russell, who thought it a friendship quite out of place, could hint of caution and reserve.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Lady Russell, indeed, had scarcely any influence with Elizabeth, and seemed to love her, rather because she would love her, than because Elizabeth deserved it.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She had been repeatedly very earnest in trying to get Anne included in the visit to London, sensibly open to all the injustice and all the discredit of the selfish arrangements which shut her out, and on many lesser occasions had endeavoured to give Elizabeth the advantage of her own better judgement and experience; but always in vain:  Elizabeth would go her own way; and never had she pursued it in more decided opposition to Lady Russell than in this selection of Mrs Clay; turning from the society of so deserving a sister, to bestow her affection and confidence on one who ought to have been nothing to her but the object of distant civility.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"From situation, Mrs Clay was, in Lady Russell's estimate, a very unequal, and in her character she believed a very dangerous companion; and a removal that would leave Mrs Clay behind, and bring a choice of more suitable intimates within Miss Elliot's reach, was therefore an object of first-rate importance.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"<|endoftext|>
""I must take leave to observe, Sir Walter,"" said Mr Shepherd one morning at Kellynch Hall, as he laid down the newspaper, ""that the present juncture is much in our favour.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"A prize indeed would Kellynch Hall be to him; rather the greatest prize of all, let him have taken ever so many before; hey, Shepherd?""
Mr Shepherd laughed, as he knew he must, at this wit, and then added--
""I presume to observe, Sir Walter, that, in the way of business, gentlemen of the navy are well to deal with.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"I have had a little knowledge of their methods of doing business; and I am free to confess that they have very liberal notions, and are as likely to make desirable tenants as any set of people one should meet with.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Therefore, Sir Walter, what I would take leave to suggest is, that if in consequence of any rumours getting abroad of your intention; which must be contemplated as a possible thing, because we know how difficult it is to keep the actions and designs of one part of the world from the notice and curiosity of the other; consequence has its tax; I, John Shepherd, might conceal any family-matters that I chose, for nobody would think it worth their while to observe me; but Sir Walter Elliot has eyes upon him which it may be very difficult to elude; and therefore, thus much I venture upon, that it will not greatly surprise me if, with all our caution, some rumour of the truth should get abroad; in the supposition of which, as I was going to observe, since applications will unquestionably follow, I should think any from our wealthy naval commanders particularly worth attending to; and beg leave to add, that two hours will bring me over at any time, to save you the trouble of replying.""
Sir Walter only nodded.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"But soon afterwards, rising and pacing the room, he observed sarcastically--
""There are few among the gentlemen of the navy, I imagine, who would not be surprised to find themselves in a house of this description.""
""They would look around them, no doubt, and bless their good fortune,"" said Mrs Clay, for Mrs Clay was present:  her father had driven her over, nothing being of so much use to Mrs Clay's health as a drive to Kellynch: ""but I quite agree with my father in thinking a sailor might be a very desirable tenant.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"I have known a good deal of the profession; and besides their liberality, they are so neat and careful in all their ways!",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
I am not fond of the idea of my shrubberies being always approachable; and I should recommend Miss Elliot to be on her guard with respect to her flower garden.,simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
Depend upon me for taking care that no tenant has more than his just rights.,simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Sailors work hard enough for their comforts, we must all allow.""
""Very true, very true.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"certainly,"" was his daughter's; but Sir Walter's remark was, soon afterwards--
""The profession has its utility, but I should be sorry to see any friend of mine belonging to it.""
""Indeed!"" was the reply, and with a look of surprise.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"First, as being the means of bringing persons of obscure birth into undue distinction, and raising men to honours which their fathers and grandfathers never dreamt of; and secondly, as it cuts up a man's youth and vigour most horribly; a sailor grows old sooner than any other man.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Soldiers, in active service, are not at all better off:  and even in the quieter professions, there is a toil and a labour of the mind, if not of the body, which seldom leaves a man's looks to the natural effect of time.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"In fact, as I have long been convinced, though every profession is necessary and honourable in its turn, it is only the lot of those who are not obliged to follow any, who can live in a regular way, in the country, choosing their own hours, following their own pursuits, and living on their own property, without the torment of trying for more; it is only their lot, I say, to hold the blessings of health and a good appearance to the utmost: I know no other set of men but what lose something of their personableness when they cease to be quite young.""
It seemed as if Mr Shepherd, in this anxiety to bespeak Sir Walter's good will towards a naval officer as tenant, had been gifted with foresight; for the very first application for the house was from an Admiral Croft, with whom he shortly afterwards fell into company in attending the quarter sessions at Taunton; and indeed, he had received a hint of the Admiral from a London correspondent.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"He was in the Trafalgar action, and has been in the East Indies since; he was stationed there, I believe, several years.""
""Then I take it for granted,"" observed Sir Walter, ""that his face is about as orange as the cuffs and capes of my livery.""
Mr Shepherd hastened to assure him, that Admiral Croft was a very hale, hearty, well-looking man, a little weather-beaten, to be sure, but not much, and quite the gentleman in all his notions and behaviour; not likely to make the smallest difficulty about terms, only wanted a comfortable home, and to get into it as soon as possible; knew he must pay for his convenience; knew what rent a ready-furnished house of that consequence might fetch; should not have been surprised if Sir Walter had asked more; had inquired about the manor; would be glad of the deputation, certainly, but made no great point of it; said he sometimes took out a gun, but never killed; quite the gentleman.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"A house was never taken good care of, Mr Shepherd observed, without a lady: he did not know, whether furniture might not be in danger of suffering as much where there was no lady, as where there were many children.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"I thought you were speaking of some man of property:  Mr Wentworth was nobody, I remember; quite unconnected; nothing to do with the Strafford family.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"One wonders how the names of many of our nobility become so common.""
As Mr Shepherd perceived that this connexion of the Crofts did them no service with Sir Walter, he mentioned it no more; returning, with all his zeal, to dwell on the circumstances more indisputably in their favour; their age, and number, and fortune; the high idea they had formed of Kellynch Hall, and extreme solicitude for the advantage of renting it; making it appear as if they ranked nothing beyond the happiness of being the tenants of Sir Walter Elliot: an extraordinary taste, certainly, could they have been supposed in the secret of Sir Walter's estimate of the dues of a tenant.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"It succeeded, however; and though Sir Walter must ever look with an evil eye on anyone intending to inhabit that house, and think them infinitely too well off in being permitted to rent it on the highest terms, he was talked into allowing Mr Shepherd to proceed in the treaty, and authorising him to wait on Admiral Croft, who still remained at Taunton, and fix a day for the house being seen.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"In all their dealings and intercourse, Sir Walter Elliot must ever have the precedence.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"He was, at that time, a remarkably fine young man, with a great deal of intelligence, spirit, and brilliancy; and Anne an extremely pretty girl, with gentleness, modesty, taste, and feeling.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Half the sum of attraction, on either side, might have been enough, for he had nothing to do, and she had hardly anybody to love; but the encounter of such lavish recommendations could not fail.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"They were gradually acquainted, and when acquainted, rapidly and deeply in love.",Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"Sir Walter, on being applied to, without actually withholding his consent, or saying it should never be, gave it all the negative of great astonishment, great coldness, great silence, and a professed resolution of doing nothing for his daughter.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"He thought it a very degrading alliance; and Lady Russell, though with more tempered and pardonable pride, received it as a most unfortunate one.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"It must not be, if by any fair interference of friendship, any representations from one who had almost a mother's love, and mother's rights, it would be prevented.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"But he was confident that he should soon be rich: full of life and ardour, he knew that he should soon have a ship, and soon be on a station that would lead to everything he wanted.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
He had always been lucky; he knew he should be so still.,Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"Such confidence, powerful in its own warmth, and bewitching in the wit which often expressed it, must have been enough for Anne; but Lady Russell saw it very differently.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
She saw in it but an aggravation of the evil.,Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
It only added a dangerous character to himself.,Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"Lady Russell had little taste for wit, and of anything approaching to imprudence a horror.",Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"Such opposition, as these feelings produced, was more than Anne could combat.",Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"Young and gentle as she was, it might yet have been possible to withstand her father's ill-will, though unsoftened by one kind word or look on the part of her sister; but Lady Russell, whom she had always loved and relied on, could not, with such steadiness of opinion, and such tenderness of manner, be continually advising her in vain.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She was persuaded to believe the engagement a wrong thing:  indiscreet, improper, hardly capable of success, and not deserving it.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"But it was not a merely selfish caution, under which she acted, in putting an end to it.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Had she not imagined herself consulting his good, even more than her own, she could hardly have given him up.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She had been solicited, when about two-and-twenty, to change her name, by the young man, who not long afterwards found a more willing mind in her younger sister; and Lady Russell had lamented her refusal; for Charles Musgrove was the eldest son of a man, whose landed property and general importance were second in that country, only to Sir Walter's, and of good character and appearance; and however Lady Russell might have asked yet for something more, while Anne was nineteen, she would have rejoiced to see her at twenty-two so respectably removed from the partialities and injustice of her father's house, and settled so permanently near herself.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"But in this case, Anne had left nothing for advice to do; and though Lady Russell, as satisfied as ever with her own discretion, never wished the past undone, she began now to have the anxiety which borders on hopelessness for Anne's being tempted, by some man of talents and independence, to enter a state for which she held her to be peculiarly fitted by her warm affections and domestic habits.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"They knew not each other's opinion, either its constancy or its change, on the one leading point of Anne's conduct, for the subject was never alluded to; but Anne, at seven-and-twenty, thought very differently from what she had been made to think at nineteen.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She did not blame Lady Russell, she did not blame herself for having been guided by her; but she felt that were any young person, in similar circumstances, to apply to her for counsel, they would never receive any of such certain immediate wretchedness, such uncertain future good.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She was persuaded that under every disadvantage of disapprobation at home, and every anxiety attending his profession, all their probable fears, delays, and disappointments, she should yet have been a happier woman in maintaining the engagement, than she had been in the sacrifice of it; and this, she fully believed, had the usual share, had even more than the usual share of all such solicitudes and suspense been theirs, without reference to the actual results of their case, which, as it happened, would have bestowed earlier prosperity than could be reasonably calculated on.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"All his sanguine expectations, all his confidence had been justified.",Meaningful and concise,"Sentence is suitable as-is, or minor rewording might improve flow."
"He had distinguished himself, and early gained the other step in rank, and must now, by successive captures, have made a handsome fortune.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She had been forced into prudence in her youth, she learned romance as she grew older: the natural sequel of an unnatural beginning.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"With all these circumstances, recollections and feelings, she could not hear that Captain Wentworth's sister was likely to live at Kellynch without a revival of former pain; and many a stroll, and many a sigh, were necessary to dispel the agitation of the idea.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She often told herself it was folly, before she could harden her nerves sufficiently to feel the continual discussion of the Crofts and their business no evil.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"She could do justice to the superiority of Lady Russell's motives in this, over those of her father and Elizabeth; she could honour all the better feelings of her calmness; but the general air of oblivion among them was highly important from whatever it sprung; and in the event of Admiral Croft's really taking Kellynch Hall, she rejoiced anew over the conviction which had always been most grateful to her, of the past being known to those three only among her connexions, by whom no syllable, she believed, would ever be whispered, and in the trust that among his, the brother only with whom he had been residing, had received any information of their short-lived engagement.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"With these supports, she hoped that the acquaintance between herself and the Crofts, which, with Lady Russell, still resident in Kellynch, and Mary fixed only three miles off, must be anticipated, need not involve any particular awkwardness.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"Each lady was previously well disposed for an agreement, and saw nothing, therefore, but good manners in the other; and with regard to the gentlemen, there was such an hearty good humour, such an open, trusting liberality on the Admiral's side, as could not but influence Sir Walter, who had besides been flattered into his very best and most polished behaviour by Mr Shepherd's assurances of his being known, by report, to the Admiral, as a model of good breeding.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"The house and grounds, and furniture, were approved, the Crofts were approved, terms, time, every thing, and every body, was right; and Mr Shepherd's clerks were set to work, without there having been a single preliminary difference to modify of all that ""This indenture sheweth.""
Sir Walter, without hesitation, declared the Admiral to be the best-looking sailor he had ever met with, and went so far as to say, that if his own man might have had the arranging of his hair, he should not be ashamed of being seen with him any where; and the Admiral, with sympathetic cordiality, observed to his wife as they drove back through the park, ""I thought we should soon come to a deal, my dear, in spite of what they told us at Taunton.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
"The Baronet will never set the Thames on fire, but there seems to be no harm in him.""--reciprocal compliments, which would have been esteemed about equal.",simplify by splitting the sentence into smaller parts then paraphrase each part for better clarity and readability.
