id,text,female,male,family,marriage,love,wealth,emotion,scandal,duty,class,society
234,had a value for rank,0,0,0,0,0,1,0,0,0,1,0
235,have inherited,0,0,0,0,0,1,0,0,0,0,0
236,to inherit,0,0,0,0,0,1,0,0,0,0,0
237,their father's estate,0,1,1,0,0,1,0,0,0,1,0
238,inheriting shares,0,0,0,0,0,1,0,0,0,0,0
239,a rich match,0,0,0,1,0,1,0,0,0,0,0
240,the want of more money,0,0,0,0,0,1,0,0,0,0,0
241,high income,0,0,0,0,0,1,0,0,0,0,0
242,in possession of ten thousand a year,0,0,0,0,0,1,0,0,0,0,0
243,wealth respectably acquired,0,0,0,0,0,1,0,0,0,0,0
244,the inheritance secured,0,0,0,0,0,1,0,0,0,0,0
245,a considerable sum,0,0,0,0,0,1,0,0,0,0,0
246,a most advantageous fortune,0,0,0,0,0,1,0,0,0,0,0
247,an estate of considerable value,0,0,0,0,0,1,0,0,0,1,0
248,inherit a fortune,0,0,0,0,0,1,0,0,0,0,0
249,jewels of no small expense,0,0,0,0,0,1,0,0,0,0,0
250,the dowry,0,0,0,0,0,1,0,0,0,0,0
251,a business venture,0,0,0,0,0,1,0,0,0,0,0
252,a wealthy friend,0,0,0,0,0,1,0,0,0,0,0
253,inheritance through distant relation,0,0,0,0,0,1,0,0,0,0,0
254,pay their debts,0,0,0,0,0,1,0,0,0,0,0
255,less than twenty thousand pounds,0,0,0,0,0,1,0,0,0,0,0
256,can afford to buy,0,0,0,0,0,1,0,0,0,0,0
257,they bought the estate,0,0,0,0,0,1,0,0,0,1,0
258,high-priced possessions,0,0,0,0,0,1,0,0,0,0,0
259,valuable property,0,0,0,0,0,1,0,0,0,0,0
260,valuable possessions,0,0,0,0,0,1,0,0,0,0,0
261,high expenses,0,0,0,0,0,1,0,0,0,0,0
262,costs a fortune,0,0,0,0,0,1,0,0,0,0,0
263,buy a gold chain,0,0,0,0,0,1,0,0,0,0,0
264,expensive taste,0,0,0,0,0,1,0,0,0,0,0
265,big purchase,0,0,0,0,0,1,0,0,0,0,0
266,sad,0,0,0,0,0,0,1,0,0,0,0
267,very happy,0,0,0,0,0,0,1,0,0,0,0
268,full with sadness,0,0,0,0,0,0,1,0,0,0,0
269,overwhelmed with joy,0,0,0,0,0,0,1,0,0,0,0
270,heartbroken,0,0,0,0,0,0,1,0,0,0,0
271,felt with anger,0,0,0,0,0,0,1,0,0,0,0
272,grief and agitation,0,0,0,0,0,0,1,0,0,0,0
273,a sense of loss,0,0,0,0,0,0,1,0,0,0,0
274,sitting crying about,0,0,0,0,0,0,1,0,0,0,0
275,wept over the idea,0,0,0,0,0,0,1,0,0,0,0
276,unreasonably discontented,0,0,0,0,0,0,1,0,0,0,0
277,all were contented to,0,0,0,0,0,0,1,0,0,0,0
278,with sympathy,0,0,0,0,0,0,1,0,0,0,0
279,excited to,0,0,0,0,0,0,1,0,0,0,0
280,was very anxious,0,0,0,0,0,0,1,0,0,0,0
281,the mildness of temper,0,0,0,0,0,0,1,0,0,0,0
282,the strongest affections,0,0,0,0,0,0,1,0,0,0,0
283,sudden rush of feeling,0,0,0,0,0,0,1,0,0,0,0
284,deep sorrow for,0,0,0,0,0,0,1,0,0,0,0
285,temper quick to rise,0,0,0,0,0,0,1,0,0,0,0
286,deep fear hard to shake,0,0,0,0,0,0,1,0,0,0,0
287,a kindness deeply felt,0,0,0,0,0,0,1,0,0,0,0
288,anxieties long restrained,0,0,0,0,0,0,1,0,0,0,0
289,a countenance marked by sorrow,0,0,0,0,0,0,1,0,0,0,0
290,delight in,0,0,0,0,0,0,1,0,0,0,0
291,gratitude too deep for words,0,0,0,0,0,0,1,0,0,0,0
292,melancholy endured,0,0,0,0,0,0,1,0,0,0,0
293,tears of despair,0,0,0,0,0,0,1,0,0,0,0
294,affection stirred,0,0,0,0,0,0,1,0,0,0,0
295,sensitive to,0,0,0,0,0,0,1,0,0,0,0
296,elation difficult to conceal,0,0,0,0,0,0,1,0,0,0,0
297,unshaken by distress,0,0,0,0,0,0,1,0,0,0,0
298,joy rising,0,0,0,0,0,0,1,0,0,0,0
299,cheerfulness regained,0,0,0,0,0,0,1,0,0,0,0
300,trembling with suppressed feeling,0,0,0,0,0,0,1,0,0,0,0
301,pang of remorse,0,0,0,0,0,0,1,0,0,0,0
302,eager to,0,0,0,0,0,0,1,0,0,0,0
303,express delight,0,0,0,0,0,0,1,0,0,0,0
304,longing untouched by hope,0,0,0,0,0,0,1,0,0,0,0
305,resentment against,0,0,0,0,0,0,1,0,0,0,0
306,calmness maintained,0,0,0,0,0,0,1,0,0,0,0
307,distress softened by compassion,0,0,0,0,0,0,1,0,0,0,0
308,resentment without expression,0,0,0,0,0,0,1,0,0,0,0
309,troubled but composed,0,0,0,0,0,0,1,0,0,0,0
310,a disagreeable society is,0,0,0,0,0,0,0,0,0,0,1
311,a civilized society should,0,0,0,0,0,0,0,0,0,0,1
312,an introduction to society,0,0,0,0,0,0,0,0,0,0,1
313,she is accustomed to society,1,0,0,0,0,0,0,0,0,0,1
314,introduce her into society,1,0,0,0,0,0,0,0,0,0,1
315,introduced into his society,0,1,0,0,0,0,0,0,0,0,1
316,a most elegant assembly,0,0,0,0,0,0,0,0,0,0,1
317,the ball is the talk of the season,0,0,0,0,0,0,0,0,0,0,1
318,a large gathering,0,0,0,0,0,0,0,0,0,0,1
319,an honorable invitation,0,0,0,0,0,0,0,0,0,0,1
320,held a place in society,0,0,0,0,0,0,0,0,0,0,1
321,excluded from society,0,0,0,0,0,0,0,0,0,0,1
322,arranged a dinner party,0,0,0,0,0,0,0,0,0,0,1
323,i have been to the theatre,0,0,0,0,0,0,0,0,0,0,1
324,danced at the ball,0,0,0,0,0,0,0,0,0,0,1
325,attended the musical evening,0,0,0,0,0,0,0,0,0,0,1
326,a most agreeable salon,0,0,0,0,0,0,0,0,0,0,1
327,some circls are exclusive,0,0,0,0,0,0,0,0,0,1,1
328,not admitted in the most select circles,0,0,0,0,0,0,0,0,0,1,1
329,good dinners and large parties,0,0,0,0,0,0,0,0,0,0,1
330,not fit for every circle,0,0,0,0,0,0,0,0,0,1,1
331,always extend an invitation,0,0,0,0,0,0,0,0,0,0,1
332,secured an invitation to dine,0,0,0,0,0,0,0,0,0,0,1
333,was seen at the card table,0,0,0,0,0,0,0,0,0,0,1
334,accompanied the host to supper,0,0,0,0,0,0,0,0,0,0,1
335,the gathering was ,0,0,0,0,0,0,0,0,0,0,1
336,a season filled with engagements,0,0,0,1,0,0,0,0,0,0,1
337,was not introduced at the assembly,0,0,0,0,0,0,0,0,0,0,1
338,the parlour was filled with company,0,0,0,0,0,0,0,0,0,0,1
339,delighted by the social calls,0,0,0,0,0,0,0,0,0,0,1
340,enjoyed the pleasure of conversation,0,0,0,0,0,0,0,0,0,0,1
341,dined in the best of company,0,0,0,0,0,0,0,0,0,0,1
342,an introduction much sought after,0,0,0,0,0,0,0,0,0,0,1
343,a great deal of disgrace,0,0,0,0,0,0,0,1,0,0,0
344,a scandalous rumor,0,0,0,0,0,0,0,1,0,0,0
345,an improper match,0,0,0,1,0,0,0,1,0,0,0
346,the impropriety of such conduct,0,0,0,0,0,0,0,1,0,0,0
347,dishonourable elopement,0,0,0,1,0,0,0,1,0,0,0
348,the shame of misconduct,0,0,0,0,0,0,0,1,0,0,0
349,they eloped,0,0,0,1,0,0,0,1,0,0,0
350,public disgrace ensued,0,0,0,0,0,0,0,1,0,0,0
351,the hint of dishonour,0,0,0,0,0,0,0,1,0,0,0
352,dishonourable conduct,0,0,0,0,0,0,0,1,0,0,0
353,to be disgraced by association,0,0,0,0,0,0,0,1,0,0,0
354,disgraceful companions,0,0,0,0,0,0,0,1,0,0,0
355,a great scandal,0,0,0,0,0,0,0,1,0,0,0
356,shameful conduct,0,0,0,0,0,0,0,1,0,0,0
357,A promise made,0,0,0,0,0,0,0,0,1,0,0
358,a duty to fulfill,0,0,0,0,0,0,0,0,1,0,0
359,a responsibility to,0,0,0,0,0,0,0,0,1,0,0
360,The burden of,0,0,0,0,0,0,0,0,1,0,0
361,a great obligation,0,0,0,0,0,0,0,0,1,0,0
362,heavy expectations,0,0,0,0,0,0,0,0,1,0,0
363,obliged to,0,0,0,0,0,0,0,0,1,0,0
364,a sense of obligation,0,0,0,0,0,0,0,0,1,0,0
365,bound by principle,0,0,0,0,0,0,0,0,1,0,0
366,honour demanded it,0,0,0,0,0,0,0,0,1,0,0
367,required by circumstance,0,0,0,0,0,0,0,0,1,0,0
368,a moral ground,0,0,0,0,0,0,0,0,1,0,0
369,no choice but to act,0,0,0,0,0,0,0,0,1,0,0
370,the call of virtue,0,0,0,0,0,0,0,0,1,0,0
371,it was expected,0,0,0,0,0,0,0,0,1,0,0
372,sacred promise,0,0,0,0,0,0,0,0,1,0,0
373,high commitment,0,0,0,0,0,0,0,0,1,0,0
374,a sense of duty,0,0,0,0,0,0,0,0,1,0,0
375,He mad a commitment,0,1,0,0,0,0,0,0,1,0,0
376,a noble profession,0,0,0,0,0,0,0,0,0,1,0
377,He courtship The lady in secret,1,1,0,1,0,0,0,1,0,0,1
378,with title nuptials The groom with admiration,0,1,0,1,0,0,1,0,0,1,0
379,The groom with affection a ruin with fortune with company,0,1,0,0,0,1,1,1,0,0,1
380,an impropriety at the assembly rich,0,0,0,0,0,1,0,1,0,0,1
381,Her with sorrow niece,1,0,1,0,0,0,1,0,0,0,0
382,with fortune She with devotion courtship His,1,1,0,1,0,1,1,0,0,0,0
383,with affection at the ball for the estate,0,0,0,0,0,0,1,0,0,1,1
384,engagement cousin in society,0,0,1,1,0,0,0,0,0,0,1
385,wedding niece The bride at the assembly,1,0,1,1,0,0,0,0,0,0,1
386,without fortune with affection from duty,0,0,0,0,0,1,1,0,1,0,0
387,with devotion His of noble birth,0,1,0,0,1,0,0,0,0,1,0
388,Her with devotion as required,1,0,0,0,1,0,0,0,1,0,0
389,without love with affection The lady in secret with title,1,0,0,0,1,0,1,1,0,1,0
390,a disgrace with inheritance marriage,0,0,0,1,0,1,0,1,0,0,0
391,at the assembly of noble birth His father courtship,0,1,1,1,0,0,0,0,0,1,1
392,with passion The bride brother at the assembly,1,0,1,0,1,0,0,0,0,0,1
393,wealthy as expected He She nuptials,1,1,0,1,0,1,0,0,1,0,0
394,engagement The lady with passion with affection His,1,1,0,1,1,0,1,0,0,0,0
395,a disgrace from obligation with a large dowry with devotion,0,0,0,0,1,1,0,1,1,0,0
396,son of noble birth wealthy with passion,0,0,1,0,1,1,0,0,0,1,0
397,from romance with happiness proposal without fortune mother,0,0,1,1,1,1,1,0,0,0,0
398,with affection His with company,0,1,0,0,0,0,1,0,0,0,1
399,courtship for the estate a scandal Her,1,0,0,1,0,0,0,1,0,1,0
400,with affection a ruin daughter rich with devotion,0,0,1,0,1,1,1,1,0,0,0
401,without love daughter with inheritance nuptials,0,0,1,1,1,1,0,0,0,0,0
402,with sorrow with title engagement a disgrace,0,0,0,1,0,0,1,1,0,1,0
403,with inheritance Her with title with sorrow,1,0,0,0,0,1,1,0,0,1,0
404,The lady with inheritance aunt,1,0,1,0,0,1,0,0,0,0,0
405,sister a disgrace in society He,0,1,1,0,0,0,0,1,0,0,1
406,for the estate wealthy a ruin,0,0,0,0,0,1,0,1,0,1,0
407,with company courtship with fortune,0,0,0,1,0,1,0,0,0,0,1
408,of high rank wealthy proposal a disgrace with sorrow,0,0,0,1,0,1,1,1,0,1,0
409,a scandal with devotion from obligation rich The lady,1,0,0,0,1,1,0,1,1,0,0
410,of high rank in secret among connections with admiration,0,0,0,0,0,0,1,1,0,1,1
411,for love proposal an impropriety,0,0,0,1,1,0,0,1,0,0,0
412,with passion in secret rich His,0,1,0,0,1,1,0,1,0,0,0
413,without love at the assembly mother with happiness with a large dowry,0,0,1,0,1,1,1,0,0,0,1
414,a ruin as proper in society nuptials,0,0,0,1,0,0,0,1,1,0,1
415,with company with fortune with happiness,0,0,0,0,0,1,1,0,0,0,1
416,The lady at the assembly marriage from duty,1,0,0,1,0,0,0,0,1,0,1
417,for love in secret The gentleman of high rank with a large dowry,0,1,0,0,1,1,0,1,0,1,0
418,as proper with title a disgrace,0,0,0,0,0,0,0,1,1,1,0
419,at the ball The gentleman in secret with affection She,1,1,0,0,0,0,1,1,0,0,1
420,with company engagement aunt,0,0,1,1,0,0,0,0,0,0,1
421,with title courtship He with inheritance,0,1,0,1,0,1,0,0,0,1,0
422,Her from duty His,1,1,0,0,0,0,0,0,1,0,0
423,a scandal wealthy with affection with devotion engagement,0,0,0,1,1,1,1,1,0,0,0
424,father in secret from duty The groom in society,0,1,1,0,0,0,0,1,1,0,1
425,from duty with affection wedding,0,0,0,1,0,0,1,0,1,0,0
426,The bride with grief without fortune,1,0,0,0,0,1,1,0,0,0,0
427,rich as required among connections The lady a ruin,1,0,0,0,0,1,0,1,1,0,1
428,of the aristocracy The gentleman rich,0,1,0,0,0,1,0,0,0,1,0
429,a disgrace from duty with company,0,0,0,0,0,0,0,1,1,0,1
430,sister rich as required,0,0,1,0,0,1,0,0,1,0,0
431,at the assembly as proper marriage without fortune,0,0,0,1,0,1,0,0,1,0,1
432,with happiness with inheritance The bride His,1,1,0,0,0,1,1,0,0,0,0
433,of high rank Her among connections,1,0,0,0,0,0,0,0,0,1,1
434,with grief aunt with inheritance,0,0,1,0,0,1,1,0,0,0,0
435,Her without love with grief rich a ruin,1,0,0,0,1,1,1,1,0,0,0
436,rich with company His aunt wedding,0,1,1,1,0,1,0,0,0,0,1
437,The groom The bride a disgrace without fortune,1,1,0,0,0,1,0,1,0,0,0
438,wedding niece a disgrace Her,1,0,1,1,0,0,0,1,0,0,0
439,with title mother as proper He,0,1,1,0,0,0,0,0,1,1,0
440,nuptials without love at the assembly with happiness,0,0,0,1,1,0,1,0,0,0,1
441,cousin from duty without love a scandal among connections,0,0,1,0,1,0,0,1,1,0,1
